product_id,product_name,category,brand,unit_cost,unit_price,supplier_id,lead_time_days,reorder_point,safety_stock,created_at
PRD07257,Hair Oil 500g,Personal Care,FamilyChoice,115.57,150.95,SUP0691,25,23,93,2025-01-02
PRD07258,Flour 750g,Packaged Foods,FreshMart,128.28,199.59,SUP0473,30,55,61,2025-02-06
PRD07259,Frozen Dessert 750ml,Frozen Foods,PureLife,296.05,426.22,SUP0992,18,203,72,2024-03-03
PRD07260,Cheese Pack,Dairy,MegaStore,398.49,529.7,SUP0616,25,79,73,2021-11-14
PRD07261,Yogurt 250ml,Dairy,PrimeFoods,437.85,567.17,SUP0083,23,140,59,2021-11-28
PRD07262,Pretzels 1kg,Snacks,GoldenHarvest,198.7,234.6,SUP0611,11,131,90,2023-05-22
PRD07263,Yogurt 250g,Dairy,HomeEssentials,416.0,493.33,SUP0164,6,23,63,2025-02-20
PRD07264,Frozen Pizza 750g,Frozen Foods,EcoLiving,162.58,252.73,SUP0213,3,258,57,2022-04-16
PRD07265,Frozen Pizza 500g,Frozen Foods,GoldenHarvest,193.15,229.63,SUP0415,7,55,60,2024-08-15
PRD07266,Orange 1kg,Fruits & Vegetables,PrimeFoods,269.38,395.75,SUP0408,6,56,82,2021-09-23
PRD07267,Chocolate Bar 500ml,Snacks,GreenHarvest,351.52,467.81,SUP0498,10,113,61,2024-10-10
PRD07268,Frozen Burger Patty 100g,Frozen Foods,MegaStore,312.78,404.81,SUP0966,19,245,79,2025-02-01
PRD07269,Toothpaste 250g,Personal Care,PureLife,67.67,81.14,SUP0213,26,166,34,2025-08-25
PRD07270,Flour 1L,Packaged Foods,GreenHarvest,60.94,86.01,SUP0492,8,284,62,2024-12-23
PRD07271,Frozen Pizza Pack,Frozen Foods,HappyHome,183.76,222.51,SUP0163,3,55,79,2024-04-05
PRD07272,Trail Mix 750g,Snacks,UrbanFresh,268.39,424.33,SUP0847,26,297,49,2025-03-27
PRD07273,Crackers Pack,Snacks,PureLife,451.18,678.65,SUP0784,14,215,11,2023-11-15
PRD07274,Body Lotion 500ml,Personal Care,HomeEssentials,57.2,66.59,SUP0439,13,170,75,2022-01-28
PRD07275,Frozen Corn 100g,Frozen Foods,NaturePlus,157.58,220.43,SUP0995,22,203,34,2024-08-25
PRD07276,Cake 500g,Bakery,NaturePlus,497.19,597.78,SUP0705,6,159,10,2025-02-04
PRD07277,Protein Bar Box,Snacks,GreenHarvest,95.75,131.41,SUP0833,16,121,71,2025-07-28
PRD07278,Light Bulb 250ml,Household,ValuePlus,144.11,230.43,SUP0656,16,251,37,2021-02-26
PRD07279,Nachos 500ml,Snacks,DailyChoice,171.71,249.76,SUP0159,17,133,16,2022-02-03
PRD07280,Disinfectant Spray 750g,Cleaning Supplies,SmartChoice,163.67,240.84,SUP0156,20,145,24,2023-04-30
PRD07281,Mango 1kg,Fruits & Vegetables,EcoLiving,483.45,647.5,SUP0246,25,300,47,2022-11-15
PRD07282,Cake Box,Bakery,SmartChoice,297.99,346.38,SUP0329,9,160,96,2024-12-10
PRD07283,Toothpaste Box,Personal Care,HealthySelect,290.55,352.98,SUP0719,24,229,40,2023-05-18
PRD07284,Popcorn 250ml,Snacks,GoldenHarvest,431.64,644.64,SUP0668,29,224,79,2022-10-13
PRD07285,Greek Yogurt 750g,Dairy,ValuePlus,458.22,704.34,SUP0725,25,185,86,2025-01-26
PRD07286,Brownie 100g,Bakery,HealthySelect,80.26,97.89,SUP0659,22,283,63,2023-07-29
PRD07287,Apple 750g,Fruits & Vegetables,HomeEssentials,169.25,215.5,SUP0527,15,37,47,2025-04-12
PRD07288,Crackers Pack,Snacks,FreshMart,164.81,228.37,SUP0423,26,152,60,2023-04-09
PRD07289,Rice Pack,Packaged Foods,ValuePlus,490.27,660.45,SUP0099,28,279,73,2024-05-17
PRD07290,Bun 500g,Bakery,MegaStore,214.03,279.37,SUP0804,3,232,51,2025-04-07
PRD07291,Frozen Burger Patty 250g,Frozen Foods,PremiumSelect,365.93,461.01,SUP0881,21,89,100,2021-03-27
PRD07292,Glass Cleaner Pack,Cleaning Supplies,QuickBite,274.75,418.32,SUP0635,13,173,100,2022-07-16
PRD07293,Flavored Milk 750ml,Dairy,PrimeFoods,338.7,403.65,SUP0789,4,223,61,2021-01-18
PRD07294,Cake 750ml,Bakery,MegaStore,269.91,325.61,SUP0087,6,225,42,2024-09-25
PRD07295,Pastry 1L,Bakery,EcoLiving,113.17,177.68,SUP0833,6,284,79,2021-01-17
PRD07296,Ice Cream 250ml,Dairy,QuickBite,478.82,733.03,SUP0973,3,179,9,2022-08-02
PRD07297,Potato Pack,Fruits & Vegetables,SuperFresh,52.88,78.78,SUP0872,19,299,15,2025-03-15
PRD07298,Bun 1kg,Bakery,HealthySelect,424.95,662.71,SUP0882,8,86,87,2025-12-06
PRD07299,Soap 750g,Personal Care,QuickBite,417.07,590.11,SUP0236,13,33,41,2021-03-29
PRD07300,Soap Pack,Personal Care,SuperFresh,319.42,382.97,SUP0225,25,169,40,2021-12-22
PRD07301,Glass Cleaner 250g,Cleaning Supplies,HomeEssentials,421.46,514.16,SUP0058,9,243,73,2021-09-02
PRD07302,Potato Chips 100g,Snacks,SmartChoice,378.22,556.77,SUP0536,26,116,59,2025-09-14
PRD07303,Dishwashing Liquid 100g,Cleaning Supplies,FamilyChoice,175.16,271.41,SUP0024,23,104,94,2025-01-30
PRD07304,Apple Box,Fruits & Vegetables,PureLife,295.2,383.62,SUP0957,15,126,32,2022-07-11
PRD07305,Milk Shake 1L,Beverages,UrbanFresh,384.32,610.98,SUP0153,13,98,100,2024-07-20
PRD07306,Trash Bags 1L,Household,HealthySelect,81.15,113.58,SUP0469,5,210,33,2024-05-25
PRD07307,Pastry 200g,Bakery,PureHarvest,171.82,252.9,SUP0866,6,102,55,2024-10-10
PRD07308,Dishwashing Liquid 100g,Cleaning Supplies,FamilyChoice,129.96,201.8,SUP0565,28,76,72,2024-08-01
PRD07309,Toothpaste 750ml,Personal Care,SmartChoice,135.47,192.73,SUP0341,29,137,47,2023-07-29
PRD07310,Floor Cleaner 200g,Cleaning Supplies,SuperFresh,268.41,319.05,SUP0053,15,214,60,2021-02-15
PRD07311,Aluminum Foil 250ml,Household,HomeEssentials,254.34,342.49,SUP0400,21,148,58,2024-12-07
PRD07312,Light Bulb 750g,Household,SuperFresh,140.14,175.12,SUP0256,24,177,100,2024-04-30
PRD07313,Soft Drink Box,Beverages,HealthySelect,276.49,344.63,SUP0369,25,50,100,2025-09-25
PRD07314,Yogurt 200g,Dairy,HealthySelect,387.08,566.79,SUP0168,9,251,78,2021-11-29
PRD07315,Frozen Burger Patty Pack,Frozen Foods,GreenHarvest,331.37,460.41,SUP0885,17,143,86,2025-01-03
PRD07316,Frozen Peas 250ml,Frozen Foods,PureLife,311.93,359.26,SUP0643,10,36,28,2022-11-23
PRD07317,Cookies 200g,Snacks,ValuePlus,54.97,79.34,SUP0836,5,196,79,2023-07-22
PRD07318,Bun 500g,Bakery,UrbanFresh,264.89,341.16,SUP0484,22,188,22,2021-07-06
PRD07319,Oats 1L,Packaged Foods,EcoLiving,175.54,260.78,SUP0999,10,135,86,2022-02-13
PRD07320,Surface Cleaner 250ml,Cleaning Supplies,SmartChoice,270.24,311.56,SUP0466,6,165,39,2022-09-06
PRD07321,Light Bulb 250g,Household,QuickBite,407.96,611.47,SUP0739,3,188,18,2024-02-28
PRD07322,Curd 1kg,Dairy,SuperFresh,473.11,630.85,SUP0142,2,240,78,2023-08-24
PRD07323,Greek Yogurt 250g,Dairy,FamilyChoice,47.42,63.49,SUP0032,19,202,39,2025-10-30
PRD07324,Bread 1L,Bakery,PrimeFoods,215.62,334.22,SUP0310,14,115,99,2024-02-11
PRD07325,Glass Cleaner 750ml,Cleaning Supplies,GoldenHarvest,219.38,252.52,SUP0200,17,208,30,2025-08-18
PRD07326,Deodorant 100g,Personal Care,FreshMart,347.93,514.71,SUP0734,14,42,85,2025-10-30
PRD07327,Lemonade Box,Beverages,DailyChoice,36.51,55.56,SUP0715,20,175,16,2021-05-30
PRD07328,Pastry 1L,Bakery,PureHarvest,21.11,25.73,SUP0489,25,260,81,2023-12-31
PRD07329,Frozen Pizza 1L,Frozen Foods,FamilyChoice,347.9,488.81,SUP0347,8,104,48,2024-07-07
PRD07330,Trail Mix 250g,Snacks,HappyHome,252.45,351.63,SUP0026,11,137,87,2022-11-28
PRD07331,Nachos Pack,Snacks,PureLife,52.2,80.26,SUP0304,22,167,39,2024-04-18
PRD07332,Salt 200g,Packaged Foods,MegaStore,52.68,84.19,SUP0527,23,250,61,2024-07-28
PRD07333,Soap 500g,Personal Care,FamilyChoice,177.89,214.92,SUP0784,27,221,16,2025-07-04
PRD07334,Chocolate Bar 500ml,Snacks,PrimeFoods,281.68,376.77,SUP0594,26,49,7,2021-11-28
PRD07335,Hair Oil 750g,Personal Care,HealthySelect,434.82,542.01,SUP0522,19,242,11,2022-10-30
PRD07336,Body Lotion 500ml,Personal Care,HomeEssentials,379.07,604.07,SUP0090,9,208,15,2024-11-29
PRD07337,Disinfectant Spray 750ml,Cleaning Supplies,QuickBite,245.35,377.68,SUP0388,10,29,78,2021-07-02
PRD07338,Peanuts 1kg,Snacks,HomeEssentials,100.61,134.99,SUP0043,20,139,65,2023-09-27
PRD07339,Frozen Peas 100g,Frozen Foods,HappyHome,135.91,215.73,SUP0900,8,62,49,2023-02-09
PRD07340,Toothpaste 750g,Personal Care,PureLife,159.17,227.49,SUP0635,10,85,21,2023-11-24
PRD07341,Frozen Fish 1kg,Frozen Foods,HomeEssentials,276.17,350.95,SUP0310,6,104,97,2025-10-22
PRD07342,Surface Cleaner 200g,Cleaning Supplies,GreenHarvest,72.06,92.68,SUP0351,6,65,94,2025-12-03
PRD07343,Frozen Vegetables 250ml,Frozen Foods,GreenHarvest,72.64,108.86,SUP0513,7,55,30,2022-05-08
PRD07344,Floor Cleaner 250g,Cleaning Supplies,ValuePlus,319.79,450.61,SUP0045,11,47,26,2024-12-02
PRD07345,Flavored Milk Box,Dairy,FamilyChoice,108.43,166.44,SUP0282,10,212,99,2024-02-03
PRD07346,Frozen Nuggets 1kg,Frozen Foods,FamilyChoice,41.13,64.54,SUP0852,10,181,39,2025-05-06
PRD07347,Fabric Softener 200g,Cleaning Supplies,HappyHome,100.89,147.53,SUP0278,17,124,14,2021-10-23
PRD07348,Yogurt 1kg,Dairy,HappyHome,209.33,245.06,SUP0739,29,274,97,2024-05-16
PRD07349,Pasta 100g,Packaged Foods,MegaStore,92.81,143.32,SUP0018,15,177,11,2021-03-01
PRD07350,Frozen Fries 750ml,Frozen Foods,NaturePlus,451.71,548.59,SUP0338,27,128,70,2023-02-04
PRD07351,Cake 750ml,Bakery,QuickBite,380.18,479.56,SUP0902,5,126,86,2021-12-24
PRD07352,Ice Cream 100g,Dairy,PureHarvest,105.61,163.74,SUP0284,20,133,64,2023-06-27
PRD07353,Crackers Pack,Snacks,FamilyChoice,319.8,421.63,SUP0315,10,62,83,2024-03-29
PRD07354,Frozen Vegetables 100g,Frozen Foods,FreshMart,380.65,479.05,SUP0190,30,216,89,2024-08-11
PRD07355,Frozen Chicken 500ml,Frozen Foods,EcoLiving,344.34,442.56,SUP0641,15,110,67,2025-08-09
PRD07356,Mineral Water 250g,Beverages,MegaStore,368.69,564.81,SUP0062,27,231,65,2023-10-30
PRD07357,Greek Yogurt Box,Dairy,EcoLiving,408.21,650.17,SUP0260,13,296,61,2025-09-13
PRD07358,Toilet Cleaner 750g,Cleaning Supplies,PureLife,138.36,175.9,SUP0342,2,117,38,2022-05-08
PRD07359,Orange Juice Pack,Beverages,SuperFresh,387.33,520.22,SUP0057,6,143,86,2024-02-04
PRD07360,Butter 750ml,Dairy,MegaStore,242.72,302.13,SUP0610,9,240,57,2024-12-18
PRD07361,Trash Bags 200g,Household,GreenHarvest,446.84,635.57,SUP0049,4,175,71,2025-11-15
PRD07362,Flavored Milk 200g,Dairy,PureLife,215.73,329.69,SUP0115,2,272,61,2023-03-18
PRD07363,Cheese 750g,Dairy,SmartChoice,484.97,659.14,SUP0876,7,55,24,2021-10-30
PRD07364,Salt 200g,Packaged Foods,UrbanFresh,118.14,141.77,SUP0416,9,214,30,2022-09-22
PRD07365,Frozen Vegetables 750g,Frozen Foods,QuickBite,324.0,501.6,SUP0905,22,152,92,2022-12-12
PRD07366,Apple 100g,Fruits & Vegetables,HealthySelect,127.6,200.32,SUP0769,18,244,19,2021-04-19
PRD07367,Soap Box,Personal Care,SmartChoice,246.73,339.89,SUP0478,12,227,84,2025-12-27
PRD07368,Lemonade 250g,Beverages,HappyHome,128.56,155.75,SUP0520,17,199,27,2023-12-07
PRD07369,Popcorn 100g,Snacks,GreenHarvest,191.7,288.68,SUP0213,26,153,59,2025-06-22
PRD07370,Cleaning Wipes 250g,Cleaning Supplies,PureLife,68.44,95.56,SUP0392,21,48,98,2025-11-15
PRD07371,Nachos 250g,Snacks,DailyChoice,287.84,354.14,SUP0655,23,29,6,2025-11-04
PRD07372,Face Wash 250g,Personal Care,FamilyChoice,183.66,285.96,SUP0511,20,145,51,2023-01-01
PRD07373,Breakfast Cereal 250ml,Packaged Foods,ValuePlus,181.0,289.33,SUP0374,19,195,35,2023-10-15
PRD07374,Spices 200g,Packaged Foods,GreenHarvest,170.22,200.67,SUP0020,14,129,12,2024-02-20
PRD07375,Cake 1kg,Bakery,MegaStore,60.7,95.07,SUP0111,14,285,63,2021-02-18
PRD07376,Mango 1L,Fruits & Vegetables,NaturePlus,180.87,274.53,SUP0508,26,82,52,2024-06-15
PRD07377,Aluminum Foil 1L,Household,HomeEssentials,101.24,121.56,SUP0065,13,92,51,2021-08-27
PRD07378,Frozen Dessert 1L,Frozen Foods,QuickBite,29.96,36.8,SUP0482,7,293,49,2022-04-22
PRD07379,Spinach 500g,Fruits & Vegetables,HomeEssentials,385.4,558.12,SUP0314,8,110,34,2023-08-02
PRD07380,Butter 500ml,Dairy,HealthySelect,228.51,326.44,SUP0177,10,217,64,2021-01-14
PRD07381,Spices 500ml,Packaged Foods,HomeEssentials,273.86,336.65,SUP0209,18,258,42,2025-11-17
PRD07382,Paper Napkins 1kg,Household,UrbanFresh,47.0,61.48,SUP0702,16,67,15,2023-04-27
PRD07383,Frozen Pizza 1L,Frozen Foods,QuickBite,275.87,318.85,SUP0340,15,105,72,2025-05-20
PRD07384,Frozen Pizza 500g,Frozen Foods,GoldenHarvest,190.45,230.67,SUP0566,14,296,96,2022-07-30
PRD07385,Toilet Cleaner 750g,Cleaning Supplies,NaturePlus,385.4,615.87,SUP0619,27,234,71,2022-05-05
PRD07386,Milk Shake 100g,Beverages,PureHarvest,490.18,622.05,SUP0578,24,178,37,2022-06-30
PRD07387,Frozen Nuggets Box,Frozen Foods,FreshMart,457.38,599.94,SUP0480,9,106,92,2023-01-04
PRD07388,Potato Chips 500ml,Snacks,PureLife,224.22,332.38,SUP0481,14,213,16,2024-10-21
PRD07389,Dishwashing Liquid 500ml,Cleaning Supplies,PureHarvest,352.85,459.74,SUP0421,13,118,8,2021-03-14
PRD07390,Donut 500ml,Bakery,GreenHarvest,24.77,35.63,SUP0042,17,212,51,2021-06-17
PRD07391,Apple Juice 100g,Beverages,PureLife,144.63,170.29,SUP0386,14,266,23,2025-12-25
PRD07392,Rice 1kg,Packaged Foods,ValuePlus,317.55,385.59,SUP0083,14,95,22,2022-05-16
PRD07393,Cheese 1L,Dairy,GreenHarvest,308.55,487.51,SUP0040,9,112,65,2022-05-07
PRD07394,Deodorant 200g,Personal Care,FreshMart,22.57,31.36,SUP0727,16,23,60,2023-01-27
PRD07395,Orange 200g,Fruits & Vegetables,FreshMart,33.49,44.92,SUP0605,21,275,99,2023-03-11
PRD07396,Conditioner 500g,Personal Care,PremiumSelect,431.45,666.02,SUP0053,19,57,28,2024-02-26
PRD07397,Fabric Softener 500g,Cleaning Supplies,ValuePlus,94.65,147.97,SUP0038,18,44,74,2022-11-28
PRD07398,Carrot Pack,Fruits & Vegetables,DailyChoice,79.87,111.79,SUP0201,22,62,24,2022-06-28
PRD07399,Oats 250ml,Packaged Foods,NaturePlus,492.99,734.78,SUP0738,29,175,12,2023-08-20
PRD07400,Soap 750g,Personal Care,HomeEssentials,475.24,658.56,SUP0998,5,195,19,2023-02-28
PRD07401,Cookies 1kg,Snacks,UrbanFresh,346.23,450.26,SUP0349,24,37,17,2021-06-12
PRD07402,Ice Cream 500g,Dairy,PureLife,310.43,411.75,SUP0165,10,282,42,2023-05-14
PRD07403,Breakfast Cereal 250g,Packaged Foods,FreshMart,483.4,667.7,SUP0720,20,125,9,2021-05-20
PRD07404,Apple 1kg,Fruits & Vegetables,MegaStore,497.74,789.55,SUP0396,27,184,93,2022-05-10
PRD07405,Carrot 100g,Fruits & Vegetables,FreshMart,328.89,414.49,SUP0038,19,74,67,2024-05-25
PRD07406,Frozen Nuggets 100g,Frozen Foods,HappyHome,172.73,236.49,SUP0135,17,92,31,2022-12-09
PRD07407,Bagel 500ml,Bakery,PureLife,39.22,48.71,SUP0706,9,275,87,2024-11-06
PRD07408,Fabric Softener 100g,Cleaning Supplies,HealthySelect,420.58,551.89,SUP0711,19,156,68,2022-12-20
PRD07409,Shampoo Box,Personal Care,HomeEssentials,255.37,342.72,SUP0199,23,244,76,2021-10-14
PRD07410,Rice Pack,Packaged Foods,GreenHarvest,148.72,209.66,SUP0165,21,242,76,2022-12-31
PRD07411,Moisturizer 250ml,Personal Care,HomeEssentials,144.98,219.44,SUP0788,6,218,70,2025-03-15
PRD07412,Kitchen Towels 1L,Household,PrimeFoods,127.46,199.13,SUP0112,28,272,49,2022-04-22
PRD07413,Chocolate Bar 1L,Snacks,PureHarvest,23.46,27.37,SUP0525,11,206,68,2021-10-09
PRD07414,Light Bulb Pack,Household,HappyHome,378.27,542.67,SUP0670,14,254,92,2021-06-22
PRD07415,Cheese 750ml,Dairy,HomeEssentials,225.33,357.68,SUP0785,26,136,88,2024-04-26
PRD07416,Peanuts 250g,Snacks,GoldenHarvest,207.73,294.51,SUP0715,15,42,23,2025-07-16
PRD07417,Cream Pack,Dairy,PureLife,40.45,47.45,SUP0040,20,189,91,2024-03-24
PRD07418,Hair Oil 200g,Personal Care,QuickBite,175.91,268.98,SUP0801,17,58,39,2025-04-08
PRD07419,Flavored Milk 500g,Dairy,HealthySelect,291.99,429.96,SUP0523,10,189,55,2024-06-29
PRD07420,Frozen Nuggets Pack,Frozen Foods,PureHarvest,326.6,439.89,SUP0364,5,56,25,2025-03-04
PRD07421,Donut 100g,Bakery,SuperFresh,247.41,373.47,SUP0284,19,207,24,2021-10-03
PRD07422,Popcorn 100g,Snacks,GreenHarvest,49.53,65.12,SUP0629,29,133,26,2021-10-12
PRD07423,Kitchen Towels 500ml,Household,GreenHarvest,138.52,207.75,SUP0362,4,81,15,2021-07-18
PRD07424,Hair Oil 500ml,Personal Care,UrbanFresh,376.41,512.19,SUP0532,13,162,62,2024-12-04
PRD07425,Face Wash 750g,Personal Care,HomeEssentials,463.77,618.91,SUP0916,22,243,74,2021-04-02
PRD07426,Spinach 1kg,Fruits & Vegetables,GreenHarvest,482.31,683.0,SUP0891,24,64,29,2021-01-05
PRD07427,Apple Juice 1kg,Beverages,FamilyChoice,221.68,271.64,SUP0654,19,108,39,2023-01-07
PRD07428,Nachos 750ml,Snacks,ValuePlus,440.39,701.34,SUP0704,28,57,95,2024-02-20
PRD07429,Shampoo 500g,Personal Care,HomeEssentials,340.41,448.58,SUP0990,18,216,87,2023-04-21
PRD07430,Banana Box,Fruits & Vegetables,MegaStore,416.96,627.31,SUP0115,2,214,87,2024-03-02
PRD07431,Paneer 750g,Dairy,HappyHome,244.0,382.1,SUP0757,22,164,29,2025-05-02
PRD07432,Plastic Wrap 1kg,Household,GoldenHarvest,345.93,467.0,SUP0175,6,202,73,2025-07-20
PRD07433,Trash Bags 750g,Household,PrimeFoods,93.88,112.34,SUP0722,25,277,73,2025-12-06
PRD07434,Rice 750ml,Packaged Foods,MegaStore,96.07,138.09,SUP0779,29,188,33,2023-07-14
PRD07435,Tissue Paper 100g,Household,HomeEssentials,437.86,518.89,SUP0777,4,158,15,2021-12-08
PRD07436,Toilet Cleaner 500ml,Cleaning Supplies,GoldenHarvest,214.84,258.36,SUP0897,20,221,50,2025-12-21
PRD07437,Aluminum Foil 750ml,Household,HappyHome,477.04,658.9,SUP0780,16,267,19,2024-10-17
PRD07438,Butter 750ml,Dairy,UrbanFresh,253.49,326.83,SUP0366,10,168,14,2024-01-19
PRD07439,Hand Wash 100g,Personal Care,DailyChoice,46.77,55.21,SUP0302,19,228,27,2023-05-18
PRD07440,Frozen Fish Box,Frozen Foods,FreshMart,127.21,159.39,SUP0333,28,35,82,2022-06-28
PRD07441,Frozen Burger Patty 200g,Frozen Foods,PureLife,142.44,226.91,SUP0396,27,47,9,2021-10-21
PRD07442,Toilet Cleaner 750ml,Cleaning Supplies,PureHarvest,107.75,172.17,SUP0512,10,124,24,2023-01-22
PRD07443,Cupcake Box,Bakery,FamilyChoice,156.09,179.73,SUP0780,18,198,68,2024-12-29
PRD07444,Glass Cleaner 100g,Cleaning Supplies,PureHarvest,418.31,609.81,SUP0583,17,276,80,2024-06-24
PRD07445,Crackers 250ml,Snacks,PrimeFoods,218.19,257.09,SUP0305,7,294,32,2022-05-15
PRD07446,Conditioner 1kg,Personal Care,NaturePlus,361.37,440.53,SUP0668,3,194,25,2021-05-17
PRD07447,Face Wash Box,Personal Care,UrbanFresh,435.08,682.79,SUP0292,16,223,41,2021-12-24
PRD07448,Frozen Burger Patty Box,Frozen Foods,HomeEssentials,383.61,530.26,SUP0825,7,242,55,2021-02-06
PRD07449,Dishwashing Liquid Box,Cleaning Supplies,FreshMart,318.75,415.55,SUP0109,18,183,25,2023-01-12
PRD07450,Spices 250g,Packaged Foods,NaturePlus,107.71,158.88,SUP0734,8,32,26,2022-11-28
PRD07451,Green Tea 500g,Beverages,FreshMart,75.73,91.51,SUP0794,28,264,31,2024-10-05
PRD07452,Bun Box,Bakery,EcoLiving,321.63,386.02,SUP0442,25,208,39,2021-02-26
PRD07453,Greek Yogurt 200g,Dairy,GreenHarvest,92.64,145.02,SUP0568,28,51,87,2023-09-07
PRD07454,Cupcake 500g,Bakery,PureLife,77.74,120.94,SUP0179,2,98,82,2022-06-11
PRD07455,Paper Napkins 1kg,Household,GoldenHarvest,314.18,491.73,SUP0767,18,267,75,2025-12-14
PRD07456,Hair Oil 750ml,Personal Care,NaturePlus,112.33,172.83,SUP0702,28,193,64,2023-11-04
PRD07457,Protein Bar 500g,Snacks,PureLife,198.6,249.41,SUP0996,6,116,93,2025-10-14
PRD07458,Toilet Cleaner 750g,Cleaning Supplies,SuperFresh,483.24,717.44,SUP0721,22,188,27,2023-06-03
PRD07459,Brownie 1kg,Bakery,NaturePlus,308.51,363.2,SUP0768,25,210,24,2021-05-15
PRD07460,Cheese 200g,Dairy,SuperFresh,246.26,284.59,SUP0216,20,246,73,2025-06-23
PRD07461,Disinfectant Spray 1L,Cleaning Supplies,PureHarvest,154.92,213.0,SUP0747,27,181,100,2024-11-22
PRD07462,Instant Noodles 250ml,Packaged Foods,PureLife,79.62,102.21,SUP0406,9,185,48,2021-08-11
PRD07463,Butter Pack,Dairy,DailyChoice,385.85,503.55,SUP0768,15,99,43,2023-03-19
PRD07464,Dishwashing Liquid Box,Cleaning Supplies,UrbanFresh,196.18,270.88,SUP0452,4,84,29,2021-05-03
PRD07465,Nachos Pack,Snacks,DailyChoice,39.9,47.59,SUP0796,15,250,43,2024-05-13
PRD07466,Rice 250ml,Packaged Foods,HappyHome,45.07,56.4,SUP0890,6,71,10,2023-05-22
PRD07467,Spices 100g,Packaged Foods,DailyChoice,336.47,438.44,SUP0733,5,142,53,2023-02-25
PRD07468,Bleach 200g,Cleaning Supplies,QuickBite,240.52,285.54,SUP0444,6,77,25,2021-03-09
PRD07469,Kitchen Towels 500g,Household,FreshMart,377.81,538.33,SUP0630,2,92,23,2022-06-30
PRD07470,Trail Mix 250ml,Snacks,SuperFresh,401.86,462.19,SUP0805,27,118,70,2025-06-03
PRD07471,Cake 250g,Bakery,SuperFresh,495.27,743.56,SUP0616,22,46,55,2025-08-30
PRD07472,Spices 1kg,Packaged Foods,SuperFresh,388.17,484.51,SUP0731,28,234,8,2025-03-15
PRD07473,Nachos 250g,Snacks,GoldenHarvest,387.71,618.48,SUP0590,9,98,18,2023-03-22
PRD07474,Banana 250g,Fruits & Vegetables,FreshMart,20.81,32.28,SUP0614,4,245,84,2021-03-25
PRD07475,Laundry Detergent 250g,Cleaning Supplies,PrimeFoods,47.76,63.22,SUP0556,27,128,87,2023-06-29
PRD07476,Spinach 750ml,Fruits & Vegetables,SuperFresh,263.95,351.65,SUP0557,16,211,87,2025-09-15
PRD07477,Bread 750ml,Bakery,SuperFresh,390.75,560.6,SUP0204,19,159,35,2023-07-14
PRD07478,Laundry Detergent 250g,Cleaning Supplies,MegaStore,161.35,206.3,SUP0611,28,270,46,2023-07-20
PRD07479,Cheese Box,Dairy,FreshMart,147.16,198.33,SUP0950,18,190,53,2023-11-09
PRD07480,Carrot 750g,Fruits & Vegetables,QuickBite,383.32,471.81,SUP0604,16,157,16,2022-05-18
PRD07481,Orange Pack,Fruits & Vegetables,GreenHarvest,335.69,451.8,SUP0649,24,168,44,2025-11-20
PRD07482,Apple 500g,Fruits & Vegetables,MegaStore,86.19,121.41,SUP0770,24,74,88,2024-05-10
PRD07483,Trail Mix 1kg,Snacks,GoldenHarvest,116.5,141.89,SUP0365,26,24,96,2022-03-15
PRD07484,Spices 500g,Packaged Foods,PremiumSelect,36.55,45.97,SUP0778,10,292,53,2025-07-06
PRD07485,Crackers 250g,Snacks,ValuePlus,193.2,286.97,SUP0961,10,105,11,2023-12-13
PRD07486,Potato Chips 100g,Snacks,MegaStore,314.08,394.6,SUP0669,21,154,56,2022-08-02
PRD07487,Pasta 500ml,Packaged Foods,FreshMart,433.43,637.05,SUP0356,24,96,80,2023-10-17
PRD07488,Deodorant 250ml,Personal Care,QuickBite,293.47,452.62,SUP0500,20,216,41,2024-09-30
PRD07489,Face Wash Box,Personal Care,EcoLiving,212.25,284.02,SUP0456,30,211,40,2023-08-05
PRD07490,Coffee Box,Beverages,NaturePlus,172.81,199.22,SUP0800,4,275,13,2021-09-12
PRD07491,Peanuts 100g,Snacks,PrimeFoods,233.97,354.69,SUP0399,15,246,34,2022-04-04
PRD07492,Muffin Box,Bakery,GoldenHarvest,453.35,656.4,SUP0993,30,125,98,2024-07-03
PRD07493,Flavored Milk 250ml,Dairy,HappyHome,366.31,551.23,SUP0340,18,192,10,2024-08-20
PRD07494,Yogurt 100g,Dairy,GoldenHarvest,214.85,325.88,SUP0029,12,75,21,2024-11-18
PRD07495,Laundry Detergent 200g,Cleaning Supplies,PrimeFoods,351.24,409.0,SUP0496,20,64,55,2023-04-04
PRD07496,Paper Napkins 1L,Household,PureHarvest,53.51,72.44,SUP0245,16,72,29,2025-01-02
PRD07497,Cupcake 1kg,Bakery,FamilyChoice,299.57,419.34,SUP0984,14,153,10,2023-01-27
PRD07498,Frozen Fries Box,Frozen Foods,SmartChoice,127.26,167.86,SUP0456,6,134,61,2023-01-28
PRD07499,Coffee Box,Beverages,DailyChoice,488.96,731.91,SUP0651,28,237,85,2023-08-28
PRD07500,Frozen Peas 1L,Frozen Foods,EcoLiving,242.86,359.18,SUP0539,27,56,74,2021-09-28
PRD07501,Cupcake 500ml,Bakery,FreshMart,406.2,579.54,SUP0642,9,217,89,2023-05-06
PRD07502,Spinach 500ml,Fruits & Vegetables,PrimeFoods,486.59,667.86,SUP0610,6,56,84,2025-06-22
